user_story_id,user_story_description,stakeholder_role,complexity,moscow_category,dependencies,weighted_score,final_priority,project_stage,timestamp,outcome
3276,"The app provides a clear map and directions to the selected dealership, and allows the user to see the availability of the selected car model and other similar models at nearby dealerships.",General User,32,Won’t Have,,8.2,Low,Planning,2019-09-06 12:33:41.309671,Deferred
3278,"36.	As a prospective car buyer, I want to be able to customize and configure the car model of my choice with different colors, trims, and options.",General User,27,Won’t Have,,7.7,Low,Planning,2019-09-05 12:33:41.309671,Deferred
3279,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-09-04 12:33:41.309671,Deferred
3280,The car shopping website or app provides a user-friendly customization and configuration feature with clear options and prices.,General User,18,Won’t Have,,6.8,Low,Planning,2019-09-03 12:33:41.309671,Deferred
3281,"The app allows the user to select and preview different colors, trims, and options for the car model of their choice, and see the final price and financing options.",General User,29,Won’t Have,,7.9,Low,Planning,2019-09-02 12:33:41.309671,Deferred
3282,"The app provides a clear summary of the selected configuration and its pros and cons, and allows the user to save or share it with a sales representative.",General User,28,Won’t Have,,7.8,Low,Planning,2019-09-01 12:33:41.309671,Deferred
3283,"37. As a prospective car buyer, I want to be able to get financing options and estimate my monthly payments based on my budget and credit score.",General User,27,Won’t Have,,7.7,Low,Planning,2019-08-31 12:33:41.309671,Deferred
3284,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-30 12:33:41.309671,Deferred
3285,The car shopping website or app provides a user-friendly financing and payment estimator feature with clear criteria and rates.,General User,19,Won’t Have,,6.9,Low,Planning,2019-08-29 12:33:41.309671,Deferred
3286,The app allows the user to fill out a financing application and get pre-approved financing options based on their budget and credit score.,General User,23,Won’t Have,,7.3,Low,Planning,2019-08-28 12:33:41.309671,Deferred
3287,"The app provides a clear summary of the estimated monthly payments, interest rates, and total cost of ownership, and allows the user to compare and adjust the options.",General User,28,Won’t Have,,7.8,Low,Planning,2019-08-27 12:33:41.309671,Deferred
3288,"38. As a prospective car buyer, I want to be able to negotiate and finalize the price and financing terms with a sales representative.",General User,24,Won’t Have,,7.4,Low,Planning,2019-08-26 12:33:41.309671,Deferred
3289,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-25 12:33:41.309671,Deferred
3290,The car shopping website or app provides a user-friendly negotiation and agreement feature with clear terms and conditions.,General User,18,Won’t Have,,6.8,Low,Planning,2019-08-24 12:33:41.309671,Deferred
3291,"The app allows the user to schedule and attend a meeting with a sales representative, discuss and negotiate the price and financing terms, and receive a final offer.",General User,28,Won’t Have,,7.8,Low,Planning,2019-08-23 12:33:41.309671,Deferred
3292,"The app provides a clear summary of the final agreement and its details, and allows the user to sign and download the documents.",General User,23,Won’t Have,,7.3,Low,Planning,2019-08-22 12:33:41.309671,Deferred
3294,User stories for Managing a personal calendar,General User,7,Won’t Have,,5.7,Low,Planning,2019-08-21 12:33:41.309671,Deferred
3295,"39. As a user, I want to be able to create events in my personal calendar, so that I can keep track of my schedule.",General User,25,Won’t Have,,7.5,Low,Planning,2019-08-20 12:33:41.309671,Deferred
3296,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-19 12:33:41.309671,Deferred
3297,"The user should be able to add a title, date, time, and location for each event.",General User,16,Should Have,,9.6,Medium,Planning,2019-08-18 12:33:41.309671,Approved
3298,The user should be able to select a reminder for each event.,General User,12,Should Have,,9.2,Medium,Planning,2019-08-17 12:33:41.309671,Approved
3299,The user should be able to edit or delete events.,General User,10,Should Have,,9.0,Medium,Planning,2019-08-16 12:33:41.309671,Approved
3300,"40. As a user, I want to be able to view my personal calendar by day, week, or month, so that I can easily see my schedule.",General User,27,Won’t Have,,7.7,Low,Planning,2019-08-15 12:33:41.309671,Deferred
3301,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-14 12:33:41.309671,Deferred
3302,"The user should be able to switch between day, week, and month views.",General User,13,Should Have,,9.3,Medium,Planning,2019-08-13 12:33:41.309671,Approved
3303,"The user should be able to navigate between days, weeks, and months.",General User,12,Should Have,,9.2,Medium,Planning,2019-08-12 12:33:41.309671,Approved
3304,The user should be able to see all events on the calendar in the selected view.,General User,16,Should Have,,9.6,Medium,Planning,2019-08-11 12:33:41.309671,Approved
3305,"41. As a user, I want to be able to set my availability in my personal calendar, so that others can see when I am free.",General User,26,Won’t Have,,7.6,Low,Planning,2019-08-10 12:33:41.309671,Deferred
3306,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-09 12:33:41.309671,Deferred
3308,The user should be able to block off time slots on their calendar to indicate their availability.,General User,17,Should Have,,9.7,Medium,Planning,2019-08-08 12:33:41.309671,Approved
3309,The user should be able to select whether they are available or unavailable during a blocked off time slot.,General User,19,Should Have,,9.9,Medium,Planning,2019-08-07 12:33:41.309671,Approved
3310,The user should be able to edit or delete blocked off time slots.,General User,13,Should Have,,9.3,Medium,Planning,2019-08-06 12:33:41.309671,Approved
3311,"42. As a user, I want to be able to share my calendar with others, so that they can see my schedule.",General User,22,Won’t Have,,7.2,Low,Planning,2019-08-05 12:33:41.309671,Deferred
3312,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-08-04 12:33:41.309671,Deferred
3313,The user should be able to invite others to view their calendar.,General User,12,Should Have,,9.2,Medium,Planning,2019-08-03 12:33:41.309671,Approved
3314,The user should be able to select which events to share with others.,General User,13,Should Have,,9.3,Medium,Planning,2019-08-02 12:33:41.309671,Approved
3315,The user should be able to revoke access to their calendar at any time.,General User,14,Should Have,,9.4,Medium,Planning,2019-08-01 12:33:41.309671,Approved
3316,"43. As a user, I want to be able to sync my personal calendar with other calendars, so that I can see all my events in one place.",General User,28,Won’t Have,,7.8,Low,Planning,2019-07-31 12:33:41.309671,Deferred
3317,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-30 12:33:41.309671,Deferred
3318,The user should be able to connect their personal calendar to other calendar services.,General User,14,Should Have,,9.4,Medium,Planning,2019-07-29 12:33:41.309671,Approved
3319,The user should be able to select which events to sync with other calendars.,General User,14,Should Have,,9.4,Medium,Planning,2019-07-28 12:33:41.309671,Approved
3320,The user should be able to disconnect their personal calendar from other calendar services at any time.,General User,17,Should Have,,9.7,Medium,Planning,2019-07-27 12:33:41.309671,Approved
3322,"44.	As a user, I want to be able to set reminders for events in my personal calendar, so that I don't forget important appointments.",General User,25,Won’t Have,,7.5,Low,Planning,2019-07-26 12:33:41.309671,Deferred
3323,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-25 12:33:41.309671,Deferred
3324,The user should be able to set reminders for events in their personal calendar.,General User,14,Should Have,,9.4,Medium,Planning,2019-07-24 12:33:41.309671,Approved
3325,"The user should be able to select the time and type of reminder (e.g. notification, email).",General User,16,Should Have,,9.6,Medium,Planning,2019-07-23 12:33:41.309671,Approved
3326,The user should be able to receive reminders on multiple devices.,General User,11,Should Have,,9.1,Medium,Planning,2019-07-22 12:33:41.309671,Approved
3327,"45. As a user, I want to be able to search for events in my personal calendar, so that I can find specific appointments.",General User,24,Won’t Have,,7.4,Low,Planning,2019-07-21 12:33:41.309671,Deferred
3328,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-20 12:33:41.309671,Deferred
3329,"The user should be able to search for events by title, date, time, location, or notes.",General User,16,Should Have,,9.6,Medium,Planning,2019-07-19 12:33:41.309671,Approved
3330,The search function should return all events that match the search criteria.,General User,12,Should Have,,9.2,Medium,Planning,2019-07-18 12:33:41.309671,Approved
3332,"45.	As a user, I want to be able to color-code events in my personal calendar, so that I can easily differentiate between different types of appointments.",General User,27,Won’t Have,,7.7,Low,Planning,2019-07-17 12:33:41.309671,Deferred
3333,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-16 12:33:41.309671,Deferred
3334,The user should be able to assign a color to each event in their personal calendar.,General User,16,Should Have,,9.6,Medium,Planning,2019-07-15 12:33:41.309671,Approved
3335,The user should be able to select from a range of colors.,General User,12,Should Have,,9.2,Medium,Planning,2019-07-14 12:33:41.309671,Approved
3336,The user should be able to see the color of each event in the calendar view.,General User,16,Should Have,,9.6,Medium,Planning,2019-07-13 12:33:41.309671,Approved
3338,"46. As a user, I want to be able to set recurring events in my personal calendar, so that I don't have to manually create the same event multiple times.",General User,30,Won’t Have,,8.0,Low,Planning,2019-07-12 12:33:41.309671,Deferred
3339,Acceptance criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-11 12:33:41.309671,Deferred
3340,"The user should be able to set a recurring schedule for an event (e.g. daily, weekly, monthly, yearly).",General User,18,Should Have,,9.8,Medium,Planning,2019-07-10 12:33:41.309671,Approved
3341,The user should be able to specify the end date for the recurring schedule.,General User,14,Should Have,,9.4,Medium,Planning,2019-07-09 12:33:41.309671,Approved
3342,The user should be able to edit or delete individual instances of a recurring event.,General User,15,Should Have,,9.5,Medium,Planning,2019-07-08 12:33:41.309671,Approved
3344,User stories for Creating a social media account,General User,8,Won’t Have,,5.8,Low,Planning,2019-07-07 12:33:41.309671,Deferred
3345,"47. As a new user, I want to create a social media account so that I can connect with friends and family online.",General User,23,Won’t Have,,7.3,Low,Planning,2019-07-06 12:33:41.309671,Deferred
3346,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-07-05 12:33:41.309671,Deferred
3347,User should be able to sign up for an account using their email address or mobile number.,General User,17,Should Have,,9.7,Medium,Planning,2019-07-04 12:33:41.309671,Approved
3348,User should be prompted to create a unique username and password for their account.,General User,14,Should Have,,9.4,Medium,Planning,2019-07-03 12:33:41.309671,Approved
3349,User should receive a confirmation email or SMS message to verify their account.,General User,13,Should Have,,9.3,Medium,Planning,2019-07-02 12:33:41.309671,Approved
3351,"48.	As a user, I want to be able to add my personal information to my social media account, such as my name and profile picture.",General User,26,Won’t Have,,7.6,Low,Planning,2019-07-01 12:33:41.309671,Deferred
3352,Acceptance Criteria:,General User,2,Won’t Have,,5.2,Low,Planning,2019-06-30 12:33:41.309671,Deferred
